"freq"	"prev"	"p.freq"	"p.prev"	"p"	"contaminant"
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__Roseivirga"	1.03429045192701e-06	1	NA	NA	NA	FALSE
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__[Amoebophilaceae];g__SC3-56"	1.58591202628808e-06	1	NA	NA	NA	FALSE
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__[Amoebophilaceae];g__SGUS912"	6.12566070836879e-07	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;__;__"	1.16361909734617e-05	9	NA	0.754466035457225	0.754466035457225	FALSE
"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__;g__"	4.64625838704644e-06	3	NA	0.605364056955314	0.605364056955314	FALSE
"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Blattabacteriaceae;g__Blattabacterium"	1.95776626164237e-06	1	NA	NA	NA	FALSE
"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__"	4.00907816807796e-05	8	NA	0.734228084440366	0.734228084440366	FALSE
"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__Cryomorpha"	2.34439169103455e-06	1	NA	NA	NA	FALSE
"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__Fluviicola"	4.18172766028029e-06	5	NA	0.663037536717657	0.663037536717657	FALSE
"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;__"	1.18200434423396e-05	12	NA	0.806447571498485	0.806447571498485	FALSE
"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__"	2.60446900066762e-05	12	NA	0.806447571498485	0.806447571498485	FALSE
"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga"	0.000161414333181439	64	NA	0.919589949862642	0.919589949862642	FALSE
"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Cellulophaga"	1.53984324104944e-06	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium"	3.86148650374043e-05	29	NA	0.779552768857705	0.779552768857705	FALSE
"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides"	0.000200034838980759	102	NA	0.383747316340199	0.383747316340199	FALSE
"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter"	4.83641785852477e-06	3	NA	0.113498968522808	0.113498968522808	FALSE
"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Sediminicola"	5.95025732334508e-05	21	NA	0.645954786045818	0.645954786045818	FALSE
"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella"	8.15767014330253e-08	1	NA	NA	NA	FALSE
"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__"	0.00155995423462669	89	NA	0.695752202424182	0.695752202424182	FALSE
"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Bergeyella"	4.33137724871679e-08	1	NA	NA	NA	FALSE
"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Chryseobacterium"	0.000189015990885015	82	NA	0.768218937493131	0.768218937493131	FALSE
"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Cloacibacterium"	0.000283017244248546	64	NA	0.448992363881174	0.448992363881174	FALSE
"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Elizabethkingia"	2.252364820819e-05	5	NA	0.663037536717657	0.663037536717657	FALSE
"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Wautersiella"	4.70469969997071e-05	17	NA	0.869920888696405	0.869920888696405	FALSE
"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__;g__"	1.21569740257813e-05	15	NA	0.505726925846143	0.505726925846143	FALSE
"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;__"	6.91591259744503e-07	4	NA	0.635330828733136	0.635330828733136	FALSE
"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__"	1.80095583884832e-05	20	NA	0.625167098203047	0.625167098203047	FALSE
"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Olivibacter"	2.35252635452686e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Parapedobacter"	7.17298945793826e-08	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter"	3.4793120800912e-05	12	NA	0.142905746475236	0.142905746475236	FALSE
"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium"	3.15067853700534e-05	32	NA	0.57702191453996	0.57702191453996	FALSE
"k__Bacteria;p__Bacteroidetes;c__VC2_1_Bac22;o__;f__;g__"	3.95653244649637e-08	1	NA	NA	NA	FALSE
"k__Bacteria;p__Bacteroidetes;c__[Rhodothermi];o__[Rhodothermales];f__Rhodothermaceae;g__"	5.55176918958542e-08	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Bacteroidetes;c__[Rhodothermi];o__[Rhodothermales];f__Rhodothermaceae;g__Rubricoccus"	2.010510441223e-06	3	NA	0.605364056955314	0.605364056955314	FALSE
"k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__;g__"	6.7919937418169e-08	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;__"	7.17718257557865e-06	14	NA	0.478614700802307	0.478614700802307	FALSE
"k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__"	0.000190611625844844	94	NA	0.500000000000001	0.500000000000001	FALSE
"k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Chitinophaga"	1.54320922163189e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Flavisolibacter"	3.66101345673526e-05	11	NA	0.790465100171098	0.790465100171098	FALSE
"k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Niabella"	3.1974432589884e-07	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Niastella"	7.90474114301062e-08	1	NA	NA	NA	FALSE
"k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Sediminibacterium"	2.2599287755956e-05	8	NA	0.734228084440366	0.734228084440366	FALSE
"k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Segetibacter"	7.66991879328972e-06	4	NA	0.635330828733136	0.635330828733136	FALSE
"k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Saprospiraceae;g__"	1.03495101157778e-05	17	NA	0.0836727849340566	0.0836727849340566	TRUE
"k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Saprospiraceae;g__Lewinella"	2.67398089574349e-06	1	NA	NA	NA	FALSE
"k__Bacteria;p__Caldithrix;c__Caldithrixae;o__Caldithrixales;f__BA059;g__"	1.10324314872214e-06	1	NA	NA	NA	FALSE
"k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__;g__"	1.5959332357978e-06	7	NA	0.258897732324836	0.258897732324836	FALSE
"k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydia"	7.46409449591402e-09	1	NA	NA	NA	FALSE
"k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Parachlamydiaceae;__"	2.62642445087908e-06	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Parachlamydiaceae;g__"	8.28313546165186e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Parachlamydiaceae;g__Candidatus Protochlamydia"	3.18044142103367e-08	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Parachlamydiaceae;g__Neochlamydia"	2.64439584447868e-05	3	NA	0.113498968522808	0.113498968522808	FALSE
"k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Rhabdochlamydiaceae;g__Candidatus Rhabdochlamydia"	6.11209087537761e-06	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Chlorobi;c__;o__;f__;g__"	1.32133961878474e-06	2	NA	0.0758082497212933	0.0758082497212933	TRUE
"k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;__;__"	6.64188552609339e-09	1	NA	NA	NA	FALSE
"k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__;g__"	4.15164971264029e-06	1	NA	NA	NA	FALSE
"k__Bacteria;p__Chlorobi;c__OPB56;o__;f__;g__"	8.70093752875048e-08	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__;g__"	7.20116164597801e-06	4	NA	0.635330828733136	0.635330828733136	FALSE
"k__Bacteria;p__Chloroflexi;__;__;__;__"	1.69050697599974e-06	4	NA	0.150794570354987	0.150794570354987	FALSE
"k__Bacteria;p__Chloroflexi;c__;o__;f__;g__"	2.83692247771209e-06	3	NA	0.113498968522808	0.113498968522808	FALSE
"k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__A31;f__S47;g__"	1.51508140820272e-08	1	NA	NA	NA	FALSE
"k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolinaceae;g__Longilinea"	1.23641638953012e-08	1	NA	NA	NA	FALSE
"k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolinaceae;g__T78"	1.38454264813969e-08	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Ardenscatenales;f__Ardenscatenaceae;g__Ardenscatena"	2.47230459333895e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__CFB-26;f__;g__"	1.14545009414436e-06	1	NA	NA	NA	FALSE
"k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__"	1.33287161560692e-05	16	NA	0.0717470853238636	0.0717470853238636	TRUE
"k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__Caldilinea"	3.66286766416384e-07	2	NA	0.0758082497212933	0.0758082497212933	TRUE
"k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__H39;f__;g__"	6.42194216094671e-07	3	NA	0.113498968522808	0.113498968522808	FALSE
"k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__S0208;f__;g__"	3.62032717947784e-06	1	NA	NA	NA	FALSE
"k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__;g__"	1.79007242883284e-06	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__A4b;g__"	1.34385070163616e-05	22	NA	0.154665828971215	0.154665828971215	FALSE
"k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__SHA-31;g__"	1.68310478963733e-07	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__oc28;g__"	2.03765132356636e-06	1	NA	NA	NA	FALSE
"k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__WCHB1-50;f__;g__"	6.17844055290896e-07	2	NA	0.0758082497212933	0.0758082497212933	TRUE
"k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__envOPS12;f__;g__"	1.38536316824496e-05	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Chloroflexi;c__C0119;o__;f__;g__"	1.06181721491528e-06	3	NA	0.605364056955314	0.605364056955314	FALSE
"k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__AKIW781;f__;g__"	5.07870165316036e-06	7	NA	0.712335303994509	0.712335303994509	FALSE
"k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__Chloroflexales;f__Chloroflexaceae;__"	3.93466963184158e-06	2	NA	0.0758082497212933	0.0758082497212933	TRUE
"k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__Chloroflexales;f__Chloroflexaceae;g__Chloronema"	3.62141933855407e-06	3	NA	0.605364056955314	0.605364056955314	FALSE
"k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__Chloroflexales;f__Oscillochloridaceae;g__Oscillochloris"	7.68585869948387e-07	3	NA	0.605364056955314	0.605364056955314	FALSE
"k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__Herpetosiphonales;f__;g__"	5.17415359519865e-06	5	NA	0.0264073556571053	0.0264073556571053	TRUE
"k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__[Roseiflexales];f__;g__"	2.00670142059015e-05	33	NA	0.827765146404836	0.827765146404836	FALSE
"k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__[Roseiflexales];f__[Kouleothrixaceae];g__"	2.98650682281402e-05	33	NA	0.168131745297464	0.168131745297464	FALSE
"k__Bacteria;p__Chloroflexi;c__Ellin6529;o__;f__;g__"	0.000185801973998927	102	NA	0.383747316340199	0.383747316340199	FALSE
"k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__;f__;g__"	9.68128250527253e-06	19	NA	0.109951912445543	0.109951912445543	FALSE
"k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__"	1.6149427486784e-06	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__FFCH10602"	2.24233706199006e-08	1	NA	NA	NA	FALSE
"k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__TK10;f__;g__"	7.58479664746472e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Thermogemmatisporales;f__Thermogemmatisporaceae;g__"	1.08719008129935e-06	3	NA	0.605364056955314	0.605364056955314	FALSE
"k__Bacteria;p__Chloroflexi;c__S085;o__;f__;g__"	8.92642519276071e-06	23	NA	0.170760075987428	0.170760075987428	FALSE
"k__Bacteria;p__Chloroflexi;c__SAR202;o__;f__;g__"	1.58092834991351e-06	4	NA	0.150794570354987	0.150794570354987	FALSE
"k__Bacteria;p__Chloroflexi;c__TK10;o__;f__;g__"	1.00291880765643e-05	22	NA	0.665764839739011	0.665764839739011	FALSE
"k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885;f__5B-12;g__"	4.01777484079928e-06	18	NA	0.580555257304671	0.580555257304671	FALSE
"k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885;f__;g__"	2.23433586919815e-06	1	NA	NA	NA	FALSE
"k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885;f__Dolo_23;g__"	7.08032526150569e-06	16	NA	0.230311027493317	0.230311027493317	FALSE
"k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1;__;__"	7.0456906740536e-08	1	NA	NA	NA	FALSE
"k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1;f__;g__"	7.45638092580173e-06	10	NA	0.10332271650093	0.10332271650093	FALSE
"k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1;f__FFCH4570;g__"	2.88782685072219e-06	5	NA	0.663037536717657	0.663037536717657	FALSE
"k__Bacteria;p__Chloroflexi;c__TK17;o__;f__;g__"	8.11456551865669e-06	6	NA	0.688653464613911	0.688653464613911	FALSE
"k__Bacteria;p__Chloroflexi;c__TK17;o__mle1-48;f__;g__"	2.77516658525134e-06	9	NA	0.754466035457225	0.754466035457225	FALSE
"k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__JG30-KF-CM45;f__;g__"	1.49306398803449e-05	31	NA	0.805000631171664	0.805000631171664	FALSE
"k__Bacteria;p__Cyanobacteria;c__4C0d-2;__;__;__"	4.21849653740857e-06	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__MLE1-12;f__;g__"	3.56480532069821e-06	3	NA	0.113498968522808	0.113498968522808	FALSE
"k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__SM1D11;f__;g__"	5.19153980483964e-05	12	NA	0.806447571498485	0.806447571498485	FALSE
"k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;f__;g__"	2.29353944943658e-05	17	NA	0.556685318602364	0.556685318602364	FALSE
"k__Bacteria;p__Cyanobacteria;c__;o__;f__;g__"	1.62849534643205e-08	1	NA	NA	NA	FALSE
"k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__;f__;g__"	1.019191719111e-05	2	NA	0.0758082497212933	0.0758082497212933	TRUE
"k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__CAB-I;f__;g__"	7.32990919821338e-05	23	NA	0.170760075987428	0.170760075987428	FALSE
"k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Cercozoa;f__;g__"	9.25091031270205e-08	1	NA	NA	NA	FALSE
"k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta;f__;g__"	5.32185032676354e-06	6	NA	0.688653464613911	0.688653464613911	FALSE
"k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta;f__Chlamydomonadaceae;g__Acutodesmus"	1.49057964393775e-06	3	NA	0.605364056955314	0.605364056955314	FALSE
"k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta;f__Trebouxiophyceae;__"	3.59306415591392e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta;f__Trebouxiophyceae;g__Coccomyxa"	6.06081984225141e-08	1	NA	NA	NA	FALSE
"k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta;f__Ulvophyceae;g__"	5.80154616762099e-05	19	NA	0.88907495820447	0.88907495820447	FALSE
"k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Rhodophyta;f__;g__"	9.03542809277733e-06	3	NA	0.113498968522808	0.113498968522808	FALSE
"k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Stramenopiles;f__;g__"	6.59360011433651e-05	11	NA	0.390721334963533	0.390721334963533	FALSE
"k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;f__;g__"	0.06955325182578	1445	NA	1	1	FALSE
"k__Bacteria;p__Cyanobacteria;c__ML635J-21;o__;f__;g__"	2.37140736553321e-06	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales;f__Cyanobacteriaceae;g__Cyanobacterium"	6.20574271156204e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales;f__Spirulinaceae;g__Spirulina"	4.18993413271182e-08	1	NA	NA	NA	FALSE
"k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales;f__Xenococcaceae;g__Xenococcus"	2.75810787180535e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Oscillatoriales;f__Phormidiaceae;g__Arthrospira"	1.47811502888237e-06	1	NA	NA	NA	FALSE
"k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Oscillatoriales;f__Phormidiaceae;g__Phormidium"	0.000444614458227671	5	NA	0.0264073556571053	0.0264073556571053	TRUE
"k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Oscillatoriales;f__Phormidiaceae;g__Planktothrix"	1.0638814647103e-08	1	NA	NA	NA	FALSE
"k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;__;__;__"	1.91703090253815e-05	1	NA	NA	NA	FALSE
"k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Pseudanabaenales;f__;g__"	2.01059595326709e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Pseudanabaenales;f__Pseudanabaenaceae;g__Leptolyngbya"	3.38801763192136e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Synechococcales;f__Synechococcaceae;__"	7.87655846856452e-08	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Synechococcales;f__Synechococcaceae;g__"	1.45739072752792e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Synechococcales;f__Synechococcaceae;g__Prochlorococcus"	3.82907631098877e-05	6	NA	0.688653464613911	0.688653464613911	FALSE
"k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Synechococcales;f__Synechococcaceae;g__Synechococcus"	1.44622150927568e-06	4	NA	0.635330828733136	0.635330828733136	FALSE
"k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae;g__Mucispirillum"	1.52676206402445e-05	17	NA	0.0207220399782952	0.0207220399782952	TRUE
"k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__FAC88;f__;g__"	1.16622632030519e-06	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__IIb;f__;g__"	6.16628610873313e-06	4	NA	0.635330828733136	0.635330828733136	FALSE
"k__Bacteria;p__FBP;c__;o__;f__;g__"	1.13445324288565e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__258ds10;f__;g__"	8.59960415066583e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__Ucp1540;f__;g__"	8.9638505833674e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Firmicutes;__;__;__;__"	3.71822587399808e-06	11	NA	0.122652564108462	0.122652564108462	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;__;__;__"	0.00850068355104534	281	NA	0.984619971123756	0.984619971123756	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;__;__"	0.000336252471625609	168	NA	0.971880945658074	0.971880945658074	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__;g__"	7.57711220980649e-06	11	NA	0.790465100171098	0.790465100171098	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Alicyclobacillus"	5.27806441586866e-05	54	NA	0.956444089732663	0.956444089732663	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Kyrpidia"	1.03743567920685e-05	3	NA	0.605364056955314	0.605364056955314	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;__"	0.000177149226172883	69	NA	0.500000000000001	0.500000000000001	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__"	2.3415927162417e-06	1	NA	NA	NA	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anoxybacillus"	0.000127250134463073	29	NA	0.275807024454482	0.275807024454482	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus"	0.00286363675017277	196	NA	0.89365269111324	0.89365269111324	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Geobacillus"	0.0121544517202846	1295	NA	1	1	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Gracilibacillus"	3.43753569665975e-08	1	NA	NA	NA	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Halobacillus"	1.82876066979458e-06	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Oceanobacillus"	3.31596431226569e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Ornithinibacillus"	2.39210205405856e-08	1	NA	NA	NA	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Virgibacillus"	1.68402900571559e-06	1	NA	NA	NA	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Brochothrix"	4.08128652870176e-05	6	NA	0.688653464613911	0.688653464613911	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria"	2.85911954589044e-08	3	NA	0.605364056955314	0.605364056955314	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;__"	4.71784681245757e-07	1	NA	NA	NA	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__"	1.03427083312957e-06	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Aneurinibacillus"	9.80095716331612e-08	2	NA	0.572954341826041	0.572954341826041	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus"	7.65835467354002e-06	9	NA	0.754466035457225	0.754466035457225	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus"	8.24597030395933e-05	60	NA	0.581491890070412	0.581491890070412	FALSE
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Thermobacillus"	2.53561910943986e-06	1	NA	NA	NA	FALSE
